agent,label,seed,shortfall_bps,effective_bps,fill_frac,duration,children,vwap,arrival,scenario
random,Random,1084,8.179637127006348,8.179637127006348,1.0,46.0,69,99.953175,100.035,volatile
twap,TWAP,1084,8.407857249962168,8.407857249962168,1.0,57.5,20,99.950892,100.035,volatile
vwap,VWAP,1084,-1.0458339581153406,-1.0458339581153406,1.0,57.5,20,100.045462,100.035,volatile
ac,Almgren-Chriss,1085,3.121131830225865,3.121131830225865,1.0,57.5,20,99.983784,100.015,volatile
heuristic,Heuristic,1085,4.807078938159774,4.807078938159774,1.0,51.5,103,99.966922,100.015,volatile
pov,POV,1085,1.7066440033987131,1.7066440033987131,1.0,17.5,34,99.997931,100.015,volatile
random,Random,1085,8.208968654701327,8.208968654701327,1.0,34.0,57,99.932898,100.015,volatile
twap,TWAP,1085,1.2505124231370357,1.2505124231370357,1.0,57.5,20,100.002493,100.015,volatile
vwap,VWAP,1085,5.724341348798449,5.724341348798449,1.0,57.5,20,99.957748,100.015,volatile
ac,Almgren-Chriss,1086,11.383954011497346,11.383954011497346,1.0,57.5,20,99.911132,100.025,volatile
heuristic,Heuristic,1086,6.310822294427101,6.310822294427101,1.0,52.0,104,99.961876,100.025,volatile
pov,POV,1086,6.567958010498095,6.567958010498095,1.0,18.0,35,99.959304,100.025,volatile
random,Random,1086,6.217745563609755,6.217745563609755,1.0,40.5,66,99.962807,100.025,volatile
twap,TWAP,1086,3.874731317171213,3.874731317171213,1.0,57.5,20,99.986243,100.025,volatile
vwap,VWAP,1086,4.24893776555861,4.24893776555861,1.0,57.5,20,99.9825,100.025,volatile
ac,Almgren-Chriss,1087,0.1505849415066991,0.1505849415066991,1.0,57.5,20,100.008494,100.01,volatile
heuristic,Heuristic,1087,6.566843315667632,6.566843315667632,1.0,54.5,109,99.944325,100.01,volatile
pov,POV,1087,8.77052294770486,8.77052294770486,1.0,15.500000000000002,30,99.922286,100.01,volatile
random,Random,1087,6.306069393059876,6.306069393059876,1.0,42.5,64,99.94693300000002,100.01,volatile
twap,TWAP,1087,4.543845615438023,4.543845615438023,1.0,57.5,20,99.964557,100.01,volatile
vwap,VWAP,1087,7.555644435555929,7.555644435555929,1.0,57.5,20,99.934436,100.01,volatile
ac,Almgren-Chriss,1088,9.811133896863288,9.811133896863288,1.0,57.5,20,99.866923,99.965,volatile
heuristic,Heuristic,1088,3.6081628570006288,3.6081628570006288,1.0,47.0,94,99.928931,99.965,volatile
pov,POV,1088,16.87240534186974,16.87240534186974,1.0,15.000000000000002,29,99.796335,99.965,volatile
random,Random,1088,10.68604011404031,10.68604011404031,1.0,40.0,66,99.858177,99.965,volatile
twap,TWAP,1088,8.63872355324436,8.63872355324436,1.0,57.5,20,99.878643,99.965,volatile
vwap,VWAP,1088,-4.0843295153297925,-4.0843295153297925,1.0,57.5,20,100.005829,99.965,volatile
ac,Almgren-Chriss,1089,9.412635686058982,9.412635686058982,1.0,57.5,20,99.860916,99.955,volatile
heuristic,Heuristic,1089,4.206292831774832,4.206292831774832,1.0,45.5,91,99.912956,99.955,volatile
pov,POV,1089,13.965884648091777,13.965884648091777,1.0,16.5,32,99.815404,99.955,volatile
random,Random,1089,0.2196988644893752,0.2196988644893752,1.0,37.5,60,99.952804,99.955,volatile
twap,TWAP,1089,6.776249312190119,6.776249312190119,1.0,57.5,20,99.887268,99.955,volatile
vwap,VWAP,1089,1.8427292281521097,1.8427292281521097,1.0,57.5,20,99.936581,99.955,volatile
ac,Almgren-Chriss,1090,9.110400319855744,9.110400319855744,1.0,57.5,20,99.953855,100.045,volatile
heuristic,Heuristic,1090,3.961062108547584,-8.034184616922447,1.0012,58.5,117,100.00537155413504,100.045,volatile
pov,POV,1090,7.700734669398899,7.700734669398899,1.0,16.0,31,99.967958,100.045,volatile
random,Random,1090,3.659453246038634,3.659453246038634,1.0,35.5,60,100.008389,100.045,volatile
twap,TWAP,1090,-3.346693987705893,-3.346693987705893,1.0,57.5,20,100.078482,100.045,volatile
vwap,VWAP,1090,4.791943625367747,4.791943625367747,1.0,57.5,20,99.997059,100.045,volatile
ac,Almgren-Chriss,1091,6.926661000850059,6.926661000850059,1.0,57.5,20,99.945723,100.015,volatile
heuristic,Heuristic,1091,10.849955226205738,-35.100134979753406,1.0046,53.0,106,99.90648417280512,100.015,volatile
pov,POV,1091,13.668249762535387,13.668249762535387,1.0,16.5,32,99.878297,100.015,volatile
random,Random,1091,7.698745188221383,7.698745188221383,1.0,45.0,66,99.938001,100.015,volatile
twap,TWAP,1091,9.604659301105713,9.604659301105713,1.0,57.5,20,99.918939,100.015,volatile
vwap,VWAP,1091,8.352447132929722,8.352447132929722,1.0,57.5,20,99.931463,100.015,volatile
ac,Almgren-Chriss,1092,-0.9792551862029109,-0.9792551862029109,1.0,57.5,20,100.034795,100.025,volatile
heuristic,Heuristic,1092,6.115071232191332,6.115071232191332,1.0,52.0,104,99.963834,100.025,volatile
pov,POV,1092,5.25728567857956,5.25728567857956,1.0,16.5,32,99.972414,100.025,volatile
random,Random,1092,4.29992501874479,4.29992501874479,1.0,46.5,70,99.98199,100.025,volatile
twap,TWAP,1092,0.4418895276171935,0.4418895276171935,1.0,57.5,20,100.02058,100.025,volatile
vwap,VWAP,1092,4.343114221444185,4.343114221444185,1.0,57.5,20,99.981558,100.025,volatile
ac,Almgren-Chriss,1093,8.652228279897802,8.652228279897802,1.0,57.5,20,99.878508,99.965,volatile
heuristic,Heuristic,1093,3.967588656030365,3.967588656030365,1.0,47.5,95,99.925338,99.965,volatile
pov,POV,1093,8.13454709148193,8.13454709148193,1.0,15.500000000000002,30,99.883683,99.965,volatile
random,Random,1093,2.05872055219417,2.05872055219417,1.0,44.5,67,99.94442,99.965,volatile
twap,TWAP,1093,5.202420847296676,5.202420847296676,1.0,57.5,20,99.912994,99.965,volatile
vwap,VWAP,1093,7.106087130496043,7.106087130496043,1.0,57.5,20,99.893964,99.965,volatile
ac,Almgren-Chriss,1094,7.215760788038538,7.215760788038538,1.0,57.5,20,99.922846,99.995,volatile
heuristic,Heuristic,1094,11.210460523025986,11.210460523025986,1.0,55.0,110,99.882901,99.995,volatile
pov,POV,1094,8.343917195860652,8.343917195860652,1.0,18.5,36,99.911565,99.995,volatile
random,Random,1094,9.86329316465902,9.86329316465902,1.0,37.0,58,99.896372,99.995,volatile
twap,TWAP,1094,5.921496074804421,5.921496074804421,1.0,57.5,20,99.935788,99.995,volatile
vwap,VWAP,1094,2.802640132006382,2.802640132006382,1.0,57.5,20,99.966975,99.995,volatile
ac,Almgren-Chriss,1095,5.35989601559693,5.35989601559693,1.0,57.5,20,99.96139300000002,100.015,volatile
heuristic,Heuristic,1095,6.022496625506212,6.022496625506212,1.0,52.5,105,99.954766,100.015,volatile
pov,POV,1095,7.2197170424427775,7.2197170424427775,1.0,19.5,38,99.942792,100.015,volatile
random,Random,1095,3.9165125231221047,3.9165125231221047,1.0,40.0,66,99.975829,100.015,volatile
twap,TWAP,1095,6.616307553866807,6.616307553866807,1.0,57.5,20,99.948827,100.015,volatile
vwap,VWAP,1095,5.64125381192733,5.64125381192733,1.0,57.5,20,99.958579,100.015,volatile
ac,Almgren-Chriss,1096,1.7165724576058674,1.7165724576058674,1.0,57.5,20,99.937842,99.955,volatile
heuristic,Heuristic,1096,2.944925216347872,2.944925216347872,1.0,48.5,97,99.925564,99.955,volatile
pov,POV,1096,3.869941473663946,3.869941473663946,1.0,16.0,31,99.916318,99.955,volatile
random,Random,1096,8.343357488536641,-66.59406733029823,1.0075,38.5,61,99.87160397022332,99.955,volatile
twap,TWAP,1096,9.025461457655576,9.025461457655576,1.0,57.5,20,99.864786,99.955,volatile
vwap,VWAP,1096,1.3326997148713196,1.3326997148713196,1.0,57.5,20,99.941679,99.955,volatile
ac,Almgren-Chriss,1097,0.0490975451229242,0.0490975451229242,1.0,57.5,20,100.004509,100.005,volatile
heuristic,Heuristic,1097,10.82056630728248,4.82705864706666,1.0006,49.5,99,99.89678892664402,100.005,volatile
pov,POV,1097,17.761211939402948,17.761211939402948,1.0,14.000000000000002,27,99.827379,100.005,volatile
random,Random,1097,8.780160991950453,8.780160991950453,1.0,41.5,62,99.917194,100.005,volatile
twap,TWAP,1097,3.27073646317637,3.27073646317637,1.0,57.5,20,99.972291,100.005,volatile
vwap,VWAP,1097,6.303684815759299,6.303684815759299,1.0,57.5,20,99.94196,100.005,volatile
ac,Almgren-Chriss,1098,11.998900054997147,11.998900054997147,1.0,57.5,20,99.885005,100.005,volatile
heuristic,Heuristic,1098,1.4189290535471917,1.4189290535471917,1.0,52.0,104,99.99081,100.005,volatile
pov,POV,1098,15.035048247587271,15.035048247587271,1.0,14.500000000000002,28,99.854642,100.005,volatile
random,Random,1098,12.614669266536152,12.614669266536152,1.0,40.0,64,99.878847,100.005,volatile
twap,TWAP,1098,1.622318884055995,1.622318884055995,1.0,57.5,20,99.988776,100.005,volatile
vwap,VWAP,1098,9.860106994650245,9.860106994650245,1.0,57.5,20,99.906394,100.005,volatile
ac,Almgren-Chriss,1099,8.406742359825985,8.406742359825985,1.0,57.5,20,99.880962,99.965,volatile
heuristic,Heuristic,1099,4.045816035613143,4.045816035613143,1.0,51.5,103,99.924556,99.965,volatile
pov,POV,1099,12.884109438303616,12.884109438303616,1.0,18.5,36,99.836204,99.965,volatile
random,Random,1099,7.424398539488897,7.424398539488897,1.0,35.0,59,99.890782,99.965,volatile
twap,TWAP,1099,4.865502926023281,4.865502926023281,1.0,57.5,20,99.916362,99.965,volatile
vwap,VWAP,1099,2.1749612364322246,2.1749612364322246,1.0,57.5,20,99.943258,99.965,volatile
ac,Almgren-Chriss,1000,1.4926253687322588,1.4926253687322588,1.0,57.5,20,99.990073,100.005,high_latency
heuristic,Heuristic,1000,2.957382386371974,3.357932103394297,0.8924,60.0,120,99.97542469744508,100.005,high_latency
pov,POV,1000,4.705764711764543,4.705764711764543,1.0,54.5,107,99.95794,100.005,high_latency
random,Random,1000,4.739163041848294,4.739163041848294,1.0,46.5,73,99.957606,100.005,high_latency
twap,TWAP,1000,4.031498425078292,4.031498425078292,1.0,57.5,20,99.964683,100.005,high_latency
vwap,VWAP,1000,4.290885455727583,4.290885455727583,1.0,57.5,20,99.962089,100.005,high_latency
ac,Almgren-Chriss,1001,2.680634031701978,2.680634031701978,1.0,57.5,20,99.968195,99.995,high_latency
heuristic,Heuristic,1001,4.0910533590348725,4.510825541278495,0.9048,60.0,120,99.95409151193633,99.995,high_latency
pov,POV,1001,6.356917845891457,6.356917845891457,1.0,54.5,106,99.931434,99.995,high_latency
random,Random,1001,4.076927268290868,4.202910145507098,0.9632,60.0,95,99.95423276578072,99.995,high_latency
twap,TWAP,1001,4.556427821391969,4.556427821391969,1.0,57.5,20,99.949438,99.995,high_latency
vwap,VWAP,1001,4.089104455223411,4.089104455223411,1.0,57.5,20,99.954111,99.995,high_latency
ac,Almgren-Chriss,1002,4.701564921754643,4.701564921754643,1.0,57.5,20,99.957982,100.005,high_latency
heuristic,Heuristic,1002,2.543654889533714,2.870556472175879,0.9159,60.0,120,99.97956217927722,100.005,high_latency
pov,POV,1002,3.6305184740760015,3.6305184740760015,1.0,59.5,117,99.968693,100.005,high_latency
random,Random,1002,4.740262986850541,4.740262986850541,1.0,51.0,84,99.957595,100.005,high_latency
twap,TWAP,1002,4.245987700614559,4.245987700614559,1.0,57.5,20,99.962538,100.005,high_latency
vwap,VWAP,1002,5.187440627969006,5.187440627969006,1.0,57.5,20,99.953123,100.005,high_latency
ac,Almgren-Chriss,1003,2.9202460122999807,2.9202460122999807,1.0,57.5,20,99.965799,99.995,high_latency
heuristic,Heuristic,1003,3.031842521576712,3.4131706585333923,0.893,60.0,120,99.96468309070548,99.995,high_latency
pov,POV,1003,2.456122806140438,2.456122806140438,1.0,55.5,110,99.97044,99.995,high_latency
random,Random,1003,5.25666283314187,5.25666283314187,1.0,57.5,89,99.942436,99.995,high_latency
twap,TWAP,1003,1.7434871743581009,1.7434871743581009,1.0,57.5,20,99.977566,99.995,high_latency
vwap,VWAP,1003,0.7334366718327563,0.7334366718327563,1.0,57.5,20,99.987666,99.995,high_latency
ac,Almgren-Chriss,1004,2.503775566334552,2.503775566334552,1.0,57.5,20,99.959966,99.985,high_latency
heuristic,Heuristic,1004,2.5148176558615467,2.808521278191924,0.9141,60.0,120,99.95985559566788,99.985,high_latency
pov,POV,1004,4.415162274341923,4.415162274341923,1.0,55.0,106,99.940855,99.985,high_latency
random,Random,1004,5.479011715838663,5.683752562884223,0.9491,60.0,90,99.9302181013592,99.985,high_latency
twap,TWAP,1004,2.9857478621796067,2.9857478621796067,1.0,57.5,20,99.955147,99.985,high_latency
vwap,VWAP,1004,1.490023503524906,1.490023503524906,1.0,57.5,20,99.970102,99.985,high_latency
ac,Almgren-Chriss,1005,2.087104355217295,2.087104355217295,1.0,57.5,20,99.97413,99.995,high_latency
heuristic,Heuristic,1005,4.347950876516995,4.841742087104806,0.9155,60.0,120,99.95152266521028,99.995,high_latency
pov,POV,1005,4.731236561827858,4.731236561827858,1.0,59.0,112,99.94769,99.995,high_latency
random,Random,1005,4.484424221211844,4.484424221211844,1.0,59.5,96,99.950158,99.995,high_latency
twap,TWAP,1005,2.583729186459256,2.583729186459256,1.0,57.5,20,99.969164,99.995,high_latency
vwap,VWAP,1005,2.2877143857189424,2.2877143857189424,1.0,57.5,20,99.972124,99.995,high_latency
ac,Almgren-Chriss,1006,3.4223711185568124,3.4223711185568124,1.0,57.5,20,99.960778,99.995,high_latency
heuristic,Heuristic,1006,2.335842819537936,2.627131356568236,0.9125,60.0,120,99.97164273972604,99.995,high_latency
pov,POV,1006,5.060553027650571,5.060553027650571,1.0,60.0,117,99.944397,99.995,high_latency
random,Random,1006,3.876993849692487,3.876993849692487,1.0,56.0,88,99.956232,99.995,high_latency
twap,TWAP,1006,1.9134956747831948,1.9134956747831948,1.0,57.5,20,99.975866,99.995,high_latency
vwap,VWAP,1006,2.729636481823553,2.729636481823553,1.0,57.5,20,99.967705,99.995,high_latency
ac,Almgren-Chriss,1007,3.045747712613534,3.045747712613534,1.0,57.5,20,99.97454100000002,100.005,high_latency
heuristic,Heuristic,1007,3.108545013278328,3.557522123893191,0.908,60.0,120,99.97391299559472,100.005,high_latency
pov,POV,1007,4.231588420578538,4.231588420578538,1.0,57.5,110,99.962682,100.005,high_latency
random,Random,1007,5.222738863056804,5.222738863056804,1.0,54.0,92,99.95277,100.005,high_latency
twap,TWAP,1007,3.646817659117888,3.646817659117888,1.0,57.5,20,99.96853,100.005,high_latency
vwap,VWAP,1007,2.523673816310032,2.523673816310032,1.0,57.5,20,99.979762,100.005,high_latency
ac,Almgren-Chriss,1008,3.2760638031907066,3.2760638031907066,1.0,57.5,20,99.962241,99.995,high_latency
heuristic,Heuristic,1008,1.9004693079215165,2.1807090354514584,0.9084,60.0,120,99.97599625715544,99.995,high_latency
pov,POV,1008,2.399219960998594,2.399219960998594,1.0,57.5,111,99.971009,99.995,high_latency
random,Random,1008,4.335916795839426,4.335916795839426,1.0,49.5,82,99.951643,99.995,high_latency
twap,TWAP,1008,4.112605630281494,4.112605630281494,1.0,57.5,20,99.953876,99.995,high_latency
vwap,VWAP,1008,2.002900145007457,2.002900145007457,1.0,57.5,20,99.974972,99.995,high_latency
ac,Almgren-Chriss,1009,3.206839658017434,3.206839658017434,1.0,57.5,20,99.97293,100.005,high_latency
heuristic,Heuristic,1009,3.5116652236671926,3.919904004799126,0.9121,60.0,120,99.96988159193072,100.005,high_latency
pov,POV,1009,2.879356032197488,2.879356032197488,1.0,53.0,104,99.976205,100.005,high_latency
random,Random,1009,5.253837308134701,5.253837308134701,1.0,57.0,98,99.952459,100.005,high_latency
twap,TWAP,1009,3.511724413778825,3.511724413778825,1.0,57.5,20,99.969881,100.005,high_latency
vwap,VWAP,1009,3.5576221188945527,3.5576221188945527,1.0,57.5,20,99.969422,100.005,high_latency
ac,Almgren-Chriss,1010,6.351517575877947,6.351517575877947,1.0,57.5,20,99.93148800000002,99.995,high_latency
heuristic,Heuristic,1010,4.355450136264564,4.75553777688956,0.8973,60.0,120,99.95144767636242,99.995,high_latency
pov,POV,1010,4.158207910394967,4.158207910394967,1.0,60.0,117,99.95342,99.995,high_latency
random,Random,1010,4.244012200610223,4.244012200610223,1.0,57.0,95,99.952562,99.995,high_latency
twap,TWAP,1010,5.66148307415417,5.66148307415417,1.0,57.5,20,99.938388,99.995,high_latency
vwap,VWAP,1010,4.544727236361789,4.544727236361789,1.0,57.5,20,99.949555,99.995,high_latency
ac,Almgren-Chriss,1011,2.1229184377662675,2.1229184377662675,1.0,57.5,20,99.963774,99.985,high_latency
heuristic,Heuristic,1011,1.7005006382166483,1.9175876381448809,0.8959,60.0,120,99.9679975443688,99.985,high_latency
pov,POV,1011,2.5821873280991445,2.5821873280991445,1.0,59.5,116,99.959182,99.985,high_latency
random,Random,1011,5.181677251587121,5.181677251587121,1.0,58.0,94,99.933191,99.985,high_latency
twap,TWAP,1011,5.976196429464481,5.976196429464481,1.0,57.5,20,99.925247,99.985,high_latency
vwap,VWAP,1011,2.6948042206334093,2.6948042206334093,1.0,57.5,20,99.958056,99.985,high_latency
ac,Almgren-Chriss,1012,4.219189040547923,4.219189040547923,1.0,57.5,20,99.962806,100.005,high_latency
heuristic,Heuristic,1012,1.5857848138838555,1.855607219639088,0.9154,60.0,120,99.98914135896877,100.005,high_latency
pov,POV,1012,4.684765761711406,4.684765761711406,1.0,58.5,113,99.95815,100.005,high_latency
random,Random,1012,1.9295035248232408,1.9295035248232408,1.0,57.5,93,99.985704,100.005,high_latency
twap,TWAP,1012,2.948052597370856,2.948052597370856,1.0,57.5,20,99.975518,100.005,high_latency
vwap,VWAP,1012,1.4236288185584434,1.4236288185584434,1.0,57.5,20,99.99076300000002,100.005,high_latency
ac,Almgren-Chriss,1013,0.9823491174555412,0.9823491174555412,1.0,57.5,20,99.985177,99.995,high_latency
heuristic,Heuristic,1013,3.1836322619315323,3.494074703734672,0.9064,60.0,120,99.96316526919682,99.995,high_latency
pov,POV,1013,3.1419570978543137,3.1419570978543137,1.0,53.0,101,99.963582,99.995,high_latency
random,Random,1013,3.673783689184538,3.673783689184538,1.0,50.0,90,99.958264,99.995,high_latency
twap,TWAP,1013,3.44897244862255,3.44897244862255,1.0,57.5,20,99.960512,99.995,high_latency
vwap,VWAP,1013,4.402820141006488,4.402820141006488,1.0,57.5,20,99.950974,99.995,high_latency
ac,Almgren-Chriss,1014,5.588179408970894,5.588179408970894,1.0,57.5,20,99.939121,99.995,high_latency
heuristic,Heuristic,1014,3.706067656323351,3.9959997999906,0.8976,60.0,120,99.9579411764706,99.995,high_latency
pov,POV,1014,4.8520426021304734,4.8520426021304734,1.0,56.0,109,99.946482,99.995,high_latency
random,Random,1014,6.358244804649756,6.500525026251718,0.9657,60.0,93,99.9314207310759,99.995,high_latency
twap,TWAP,1014,4.358417920896624,4.358417920896624,1.0,57.5,20,99.951418,99.995,high_latency
vwap,VWAP,1014,3.900695034751476,3.900695034751476,1.0,57.5,20,99.955995,99.995,high_latency
ac,Almgren-Chriss,1015,2.5314734263289367,2.5314734263289367,1.0,57.5,20,99.979684,100.005,high_latency
heuristic,Heuristic,1015,1.3440062554461445,1.6434178291086754,0.8985,60.0,120,99.99155926544242,100.005,high_latency
pov,POV,1015,5.252337383130646,5.252337383130646,1.0,57.0,111,99.952474,100.005,high_latency
random,Random,1015,2.325683715814736,2.325683715814736,1.0,51.0,85,99.981742,100.005,high_latency
twap,TWAP,1015,2.6496675166234005,2.6496675166234005,1.0,57.5,20,99.978502,100.005,high_latency
vwap,VWAP,1015,3.515124243786925,3.515124243786925,1.0,57.5,20,99.96984700000002,100.005,high_latency
ac,Almgren-Chriss,1016,4.62216889155562,4.62216889155562,1.0,57.5,20,99.958776,100.005,high_latency
heuristic,Heuristic,1016,3.425437681375074,3.590520473976953,0.9114,60.0,120,99.9707439104674,100.005,high_latency
pov,POV,1016,5.09484525773757,5.09484525773757,1.0,58.5,115,99.954049,100.005,high_latency
random,Random,1016,4.179709047334733,4.2833858307091255,0.976,60.0,97,99.96320081967212,100.005,high_latency
twap,TWAP,1016,3.788910554472239,3.788910554472239,1.0,57.5,20,99.967109,100.005,high_latency
vwap,VWAP,1016,3.2838358082092403,3.2838358082092403,1.0,57.5,20,99.97216,100.005,high_latency
ac,Almgren-Chriss,1017,2.611191678752194,2.611191678752194,1.0,57.5,20,99.958892,99.985,high_latency
heuristic,Heuristic,1017,4.785222629110949,5.255988398259343,0.8977,60.0,120,99.93715495154284,99.985,high_latency
pov,POV,1017,3.61944291643695,3.61944291643695,1.0,55.0,109,99.948811,99.985,high_latency
random,Random,1017,1.8437150954704216,1.9782967445108328,0.9632,60.0,94,99.96656561461792,99.985,high_latency
twap,TWAP,1017,4.311746762015108,4.311746762015108,1.0,57.5,20,99.941889,99.985,high_latency
vwap,VWAP,1017,1.7351602740405765,1.7351602740405765,1.0,57.5,20,99.967651,99.985,high_latency
ac,Almgren-Chriss,1018,3.0237511875598204,3.0237511875598204,1.0,57.5,20,99.964764,99.995,high_latency
heuristic,Heuristic,1018,2.5394214564484714,3.0274513725683696,0.8958,60.0,120,99.96960705514624,99.995,high_latency
pov,POV,1018,3.9992999649991576,3.9992999649991576,1.0,56.5,111,99.955009,99.995,high_latency
random,Random,1018,4.569228461422576,4.569228461422576,1.0,47.0,79,99.94931,99.995,high_latency
twap,TWAP,1018,3.022951147558021,3.022951147558021,1.0,57.5,20,99.964772,99.995,high_latency
vwap,VWAP,1018,3.1484574228718887,3.1484574228718887,1.0,57.5,20,99.963517,99.995,high_latency
ac,Almgren-Chriss,1019,3.869693484674933,3.869693484674933,1.0,57.5,20,99.956305,99.995,high_latency
heuristic,Heuristic,1019,3.5435288063275,3.9374968748433377,0.8927,60.0,120,99.95956648370112,99.995,high_latency
pov,POV,1019,2.362518125906275,2.362518125906275,1.0,60.0,116,99.971376,99.995,high_latency
random,Random,1019,4.628062019042955,5.036851842591582,0.8832,60.0,88,99.94872169384058,99.995,high_latency
twap,TWAP,1019,3.876193809690688,3.876193809690688,1.0,57.5,20,99.95624,99.995,high_latency
vwap,VWAP,1019,3.83619180958981,3.83619180958981,1.0,57.5,20,99.95664,99.995,high_latency
ac,Almgren-Chriss,1020,3.8092904645236247,3.8092904645236247,1.0,57.5,20,99.956909,99.995,high_latency
heuristic,Heuristic,1020,3.949577990117402,4.348217410870499,0.8959,60.0,120,99.95550619488782,99.995,high_latency
pov,POV,1020,3.580979048952174,3.580979048952174,1.0,59.0,114,99.959192,99.995,high_latency
random,Random,1020,4.53392669633477,4.53392669633477,1.0,51.0,81,99.949663,99.995,high_latency
twap,TWAP,1020,4.732936646832819,4.732936646832819,1.0,57.5,20,99.947673,99.995,high_latency
vwap,VWAP,1020,5.1273563678180905,5.1273563678180905,1.0,57.5,20,99.943729,99.995,high_latency
ac,Almgren-Chriss,1021,5.333966698334142,5.333966698334142,1.0,57.5,20,99.941663,99.995,high_latency
heuristic,Heuristic,1021,3.604237437758096,4.119805990299507,0.8947,60.0,120,99.95895942774114,99.995,high_latency
pov,POV,1021,3.641682084103929,3.641682084103929,1.0,55.5,108,99.958585,99.995,high_latency
random,Random,1021,5.208860443022084,5.208860443022084,1.0,60.0,99,99.942914,99.995,high_latency
twap,TWAP,1021,5.542977148857411,5.542977148857411,1.0,57.5,20,99.939573,99.995,high_latency
vwap,VWAP,1021,5.1995599779991215,5.1995599779991215,1.0,57.5,20,99.943007,99.995,high_latency
ac,Almgren-Chriss,1022,3.723030757690287,3.723030757690287,1.0,57.5,20,99.937779,99.975,high_latency
heuristic,Heuristic,1022,3.391877869800246,3.782345586396448,0.903,60.0,120,99.94108970099668,99.975,high_latency
pov,POV,1022,3.702225556389726,3.702225556389726,1.0,60.0,117,99.937987,99.975,high_latency
random,Random,1022,4.182891751118879,4.271867966991984,0.9794,60.0,93,99.9331815397182,99.975,high_latency
twap,TWAP,1022,2.909527381844707,2.909527381844707,1.0,57.5,20,99.945912,99.975,high_latency
vwap,VWAP,1022,3.1203800950237475,3.1203800950237475,1.0,57.5,20,99.943804,99.975,high_latency
ac,Almgren-Chriss,1023,4.321783910804577,4.321783910804577,1.0,57.5,20,99.96178,100.005,high_latency
heuristic,Heuristic,1023,4.912512348116782,5.154342282885702,0.9061,60.0,120,99.95587242026266,100.005,high_latency
pov,POV,1023,3.100344982751328,3.100344982751328,1.0,60.0,118,99.973995,100.005,high_latency
random,Random,1023,5.130143492825368,5.130143492825368,1.0,53.0,82,99.953696,100.005,high_latency
twap,TWAP,1023,4.859057047147719,4.859057047147719,1.0,57.5,20,99.956407,100.005,high_latency
vwap,VWAP,1023,4.4690765461733495,4.4690765461733495,1.0,57.5,20,99.960307,100.005,high_latency
ac,Almgren-Chriss,1024,3.821791089553785,3.821791089553785,1.0,57.5,20,99.956784,99.995,high_latency
heuristic,Heuristic,1024,3.5872570749736843,4.075603780188727,0.8969,60.0,120,99.9591292228788,99.995,high_latency
pov,POV,1024,5.693584679234779,5.693584679234779,1.0,50.5,99,99.938067,99.995,high_latency
random,Random,1024,4.217910895544017,4.217910895544017,1.0,53.5,90,99.952823,99.995,high_latency
twap,TWAP,1024,3.563678183909399,3.563678183909399,1.0,57.5,20,99.959365,99.995,high_latency
vwap,VWAP,1024,3.819690984548835,3.819690984548835,1.0,57.5,20,99.956805,99.995,high_latency
ac,Almgren-Chriss,1025,5.057752887645182,5.057752887645182,1.0,57.5,20,99.944425,99.995,high_latency
heuristic,Heuristic,1025,2.017448259325627,2.2398119905996143,0.9108,60.0,120,99.97482652613088,99.995,high_latency
pov,POV,1025,5.620281014051503,5.620281014051503,1.0,56.0,111,99.9388,99.995,high_latency
random,Random,1025,3.7538876943840176,3.7538876943840176,1.0,50.0,80,99.957463,99.995,high_latency
twap,TWAP,1025,4.880144007200267,4.880144007200267,1.0,57.5,20,99.946201,99.995,high_latency
vwap,VWAP,1025,3.892694634731664,3.892694634731664,1.0,57.5,20,99.956075,99.995,high_latency
ac,Almgren-Chriss,1026,2.755637781888396,2.755637781888396,1.0,57.5,20,99.967445,99.995,high_latency
heuristic,Heuristic,1026,3.46388062005003,3.918095904795612,0.8955,60.0,120,99.96036292573982,99.995,high_latency
pov,POV,1026,2.8182409120460155,2.8182409120460155,1.0,56.0,109,99.966819,99.995,high_latency
random,Random,1026,3.9366968348415385,3.9366968348415385,1.0,47.0,75,99.955635,99.995,high_latency
twap,TWAP,1026,2.777838891945147,2.777838891945147,1.0,57.5,20,99.967223,99.995,high_latency
vwap,VWAP,1026,3.468073403669828,3.468073403669828,1.0,57.5,20,99.960321,99.995,high_latency
ac,Almgren-Chriss,1027,3.0062496875158367,3.0062496875158367,1.0,57.5,20,99.974936,100.005,high_latency
heuristic,Heuristic,1027,3.366875346630291,3.837808109594258,0.9018,60.0,120,99.97132956309602,100.005,high_latency
pov,POV,1027,4.33118344082708,4.33118344082708,1.0,51.0,99,99.961686,100.005,high_latency
random,Random,1027,4.010697285570997,2.0114994250285654,1.0002,44.5,75,99.96489102179564,100.005,high_latency
twap,TWAP,1027,4.009599520023813,4.009599520023813,1.0,57.5,20,99.964902,100.005,high_latency
vwap,VWAP,1027,4.100394980250746,4.100394980250746,1.0,57.5,20,99.963994,100.005,high_latency
ac,Almgren-Chriss,1028,4.032398380081453,4.032398380081453,1.0,57.5,20,99.964674,100.005,high_latency
heuristic,Heuristic,1028,3.004312078014516,3.261436928153409,0.8964,60.0,120,99.97495537706382,100.005,high_latency
pov,POV,1028,3.4073296335176693,3.4073296335176693,1.0,60.0,114,99.970925,100.005,high_latency
random,Random,1028,4.753732152600736,-8.240087995600103,1.0013,54.5,89,99.95746030160792,100.005,high_latency
